DATE,2020RATIO053033
2010-01-01,14.140946828062615
2011-01-01,14.48794388426129
2012-01-01,14.754649633665226
2013-01-01,15.118103774775912
2014-01-01,15.55814980753455
2015-01-01,15.571795813441058
2016-01-01,15.707262700926904
2017-01-01,15.612819807427785
2018-01-01,15.447603491399112
